,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
1508,https://krisha.kz/a/show/660536063,2020-07-16 15:30:18,"1-комнатная квартира, 33 м², 2/5 этаж помесячно",квартира,90000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Орбита-3, Мкр Орбита-3, Алматы",РЕГИОН 02,"панельный, 1990 г.п.","33 м², жилая — 19 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1507,https://krisha.kz/a/show/660214012,2020-07-16 15:30:15,"2-комнатная квартира, 42 м², 5/5 этаж помесячно",квартира,150000,Бостандыкский р-н,,"Бостандыкский р-н, проспект Назарбаева — Сатпаева, Алматы",Хозяин,"панельный, 1980 г.п.","42 м², жилая — 42 м², кухня — 6 м²",хорошее,раздельный,полностью меблирована
1506,https://krisha.kz/a/show/660371916,2020-07-16 15:30:12,"1-комнатная квартира, 33 м², 1/3 этаж помесячно",квартира,90000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-1, Римского-корсакова 25, Алматы",Хозяин,"кирпичный, 2016 г.п.","33 м², жилая — 22 м², кухня — 6 м²",хорошее,раздельный,полностью меблирована
1505,https://krisha.kz/a/show/58114982,2020-07-16 15:30:09,"3-комнатная квартира, 60 м², 3/4 этаж помесячно",квартира,180000,Алмалинский р-н,,"Алмалинский р-н, Шевченко 162Д — Переулок Мирзояна, Алматы",Агентство Недвижимости STATUS - A,"кирпичный, 1970 г.п.",60 м²,евроремонт,совмещенный,полностью меблирована
1504,https://krisha.kz/a/show/660498808,2020-07-16 15:30:06,"1-комнатная квартира, 33 м², 3/4 этаж помесячно",квартира,80000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Алмагуль, Розыбакиева 32 — Байкадамова, Алматы",Хозяин,"панельный, 1985 г.п.","33 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1503,https://krisha.kz/a/show/57033909,2020-07-16 15:30:03,"3-комнатная квартира, 65 м², 1/5 этаж помесячно",квартира,200000,Медеуский р-н,,"Медеуский р-н, Валиханова 46 — Алимжанова, Алматы",Хозяин,"панельный, 1980 г.п.","65 м², жилая — 65 м², кухня — 6 м²",евроремонт,совмещенный,полностью меблирована
1502,https://krisha.kz/a/show/58591247,2020-07-16 15:29:59,"3-комнатная квартира, 73 м², 1/5 этаж помесячно",квартира,200000,Медеуский р-н,,"Медеуский р-н, Достык 117 — Омарова, Алматы",Хозяин,"кирпичный, 1988 г.п.","73 м², жилая — 73 м², кухня — 9 м²",евроремонт,раздельный,полностью меблирована
1501,https://krisha.kz/a/show/57039577,2020-07-16 15:29:56,"2-комнатная квартира, 55 м², 3/5 этаж помесячно",квартира,200000,,,"Абая 27 — Тулебаева, Алматы",Хозяин,"кирпичный, 1972 г.п.","55 м², жилая — 55 м², кухня — 8 м²",евроремонт,совмещенный,полностью меблирована
1500,https://krisha.kz/a/show/57097295,2020-07-16 15:29:53,"2-комнатная квартира, 65 м², 5/9 этаж помесячно",квартира,200000,Медеуский р-н,,"Медеуский р-н, Гоголя 2 — Барибаева, Алматы",Хозяин,"кирпичный, 1980 г.п.","65 м², жилая — 65 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
1499,https://krisha.kz/a/show/660214353,2020-07-16 15:29:50,"1-комнатная квартира, 49 м², 1/9 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-3 26 — Момыш улы мате залка, Алматы",Хозяин,"панельный, 1989 г.п.","49 м², жилая — 18 м², кухня — 9 м²",евроремонт,совмещенный,частично меблирована
1498,https://krisha.kz/a/show/660214405,2020-07-16 15:29:47,"2-комнатная квартира, 50 м², 3/4 этаж помесячно",квартира,140000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-1, Тимирязева 69 — Ауэзова, Алматы",Хозяин,"кирпичный, 1970 г.п.","50 м², жилая — 46 м², кухня — 8 м²",хорошее,совмещенный,частично меблирована
1497,https://krisha.kz/a/show/50343756,2020-07-16 15:29:44,"1-комнатная квартира, 46 м², 7/10 этаж помесячно",квартира,115000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-2 85 — Абая-Саина, Алматы",Хозяин,"монолитный, 2014 г.п.","46 м², жилая — 20 м², кухня — 13 м²",евроремонт,совмещенный,полностью меблирована
1496,https://krisha.kz/a/show/4649712,2020-07-16 15:29:41,"3-комнатная квартира, 115 м², 4/6 этаж помесячно",квартира,350000,Медеуский р-н,,"Медеуский р-н, Аль-Фараби 100 — Шашкина, Алматы",Хозяин,"монолитный, 2008 г.п.","115 м², жилая — 65 м², кухня — 16 м²",евроремонт,2 с/у и более,полностью меблирована
1495,https://krisha.kz/a/show/660515292,2020-07-16 15:29:38,"3-комнатная квартира, 60 м², 1/5 этаж помесячно",квартира,100000,Жетысуский р-н,,"Жетысуский р-н, мкр Айнабулак-3 108, Алматы",Хозяин,"панельный, 1985 г.п.","60 м², жилая — 45 м², кухня — 6 м²",хорошее,раздельный,частично меблирована
1494,https://krisha.kz/a/show/50798048,2020-07-16 15:29:34,"1-комнатная квартира, 42 м², 1/5 этаж помесячно",квартира,90000,Алмалинский р-н,,"Алмалинский р-н, Гайдара ( Ислам Каримова) 196 — проспект Абая, Алматы",ТОО Capital Estate Almaty,"панельный, 1984 г.п.",42 м²,хорошее,раздельный,полностью меблирована
1493,https://krisha.kz/a/show/57669833,2020-07-16 15:29:30,"2-комнатная квартира, 50 м², 11/16 этаж помесячно",квартира,220000,Бостандыкский р-н,,"Бостандыкский р-н, Каблукова 264 — Торайгырова, Алматы",ТОО Capital Estate Almaty,"монолитный, 2010 г.п.",50 м²,евроремонт,совмещенный,полностью меблирована
1492,https://krisha.kz/a/show/56181025,2020-07-16 15:29:27,"2-комнатная квартира, 60 м², 2/14 этаж помесячно",квартира,200000,Медеуский р-н,,"Медеуский р-н, Аль-Фараби, Алматы","Агентство недвижимости ""LS Apartments""","монолитный, 2007 г.п.",60 м²,евроремонт,2 с/у и более,полностью меблирована
